ID,Information type
[1290466270580801538],caution_advice_and_crisis_updates
[1290668440307535873],caution_advice_and_crisis_updates
[1290668830541459457],caution_advice_and_crisis_updates
[1290669070837317634],caution_advice_and_crisis_updates emotional_support_and_prayers
[1290669295979106304],caution_advice_and_crisis_updates
[1290669498148806657],caution_advice_and_crisis_updates
[1290670398472937473],caution_advice_and_crisis_updates
[1290670789835071489],irrelevant
[1290670804481511424],caution_advice_and_crisis_updates
[1290670841592778754],caution_advice_and_crisis_updates
[1290670857766002689],caution_advice_and_crisis_updates
[1290670856532889600],caution_advice_and_crisis_updates
[1290670952972529665],caution_advice_and_crisis_updates
[1290670985394487296],caution_advice_and_crisis_updates
[1290671032597204997],caution_advice_and_crisis_updates
[1290671126218190861],caution_advice_and_crisis_updates
[1290671132752961547],caution_advice_and_crisis_updates
[1290671322150981632],opinions_and_criticism
[1290671329096667136],affected_individuals_and_help
[1290671385468186626],opinions_and_criticism
[1290671753946173440],caution_advice_and_crisis_updates
[1290671757918076929],caution_advice_and_crisis_updates opinions_and_criticism
[1290671769053990918],caution_advice_and_crisis_updates
[1290671824079073281],opinions_and_criticism
[1290671830584492032],opinions_and_criticism
[1290671948427603970],caution_advice_and_crisis_updates
[1290671953058189312],opinions_and_criticism
[1290672055457906689],caution_advice_and_crisis_updates
[1290672297196609537],opinions_and_criticism
[1290672302187831298],caution_advice_and_crisis_updates
[1290672594736340993],caution_advice_and_crisis_updates
[1290672610666307590],caution_advice_and_crisis_updates
[1290672611555500038],caution_advice_and_crisis_updates
[1290673428836622336],affected_individuals_and_help
[1290673504883478530],opinions_and_criticism
[1290673515595812865],opinions_and_criticism
[1290673518586339329],opinions_and_criticism
[1290673526668701696],opinions_and_criticism
[1290673532289126408],opinions_and_criticism
[1290673557807259650],opinions_and_criticism
[1290673591428812801],caution_advice_and_crisis_updates
[1290674091037470720],opinions_and_criticism
[1290674167432585216],opinions_and_criticism
[1290674174789394433],infrastructure_and_utilities_damage
[1290674569305567234],affected_individuals_and_help caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1290676033369382919],emotional_support_and_prayers
[1290676883416387586],emotional_support_and_prayers
[1290676895395254275],affected_individuals_and_help caution_advice_and_crisis_updates
[1290677288099549184],emotional_support_and_prayers
[1290677831404597256],affected_individuals_and_help
[1290679211242520594],opinions_and_criticism
[1290679689938378756],emotional_support_and_prayers
[1290680793006776321],opinions_and_criticism
[1290681677128306694],emotional_support_and_prayers
[1290681732312846336],affected_individuals_and_help
[1290682696084094979],emotional_support_and_prayers
[1290682870328172546],emotional_support_and_prayers
[1290685302886010886],emotional_support_and_prayers
[1290686940103180299],emotional_support_and_prayers
[1290687079467364356],emotional_support_and_prayers opinions_and_criticism
[1290687841434042376],opinions_and_criticism
[1290688661542055936],affected_individuals_and_help
[1290689567922835459],infrastructure_and_utilities_damage emotional_support_and_prayers
[1290690645267554311],affected_individuals_and_help infrastructure_and_utilities_damage
[1290691173892464640],caution_advice_and_crisis_updates
[1290691302183636993],irrelevant
[1290691457163169792],emotional_support_and_prayers
[1290691507402481665],emotional_support_and_prayers
[1290691510921560065],emotional_support_and_prayers
[1290691524506914816],emotional_support_and_prayers
[1290691525287043074],opinions_and_criticism
[1290691579628466177],emotional_support_and_prayers
[1290691592102305794],opinions_and_criticism
[1290691600654499840],emotional_support_and_prayers
[1290691605553438729],opinions_and_criticism
[1290691612989947904],affected_individuals_and_help
[1290691617700151296],caution_advice_and_crisis_updates
[1290691632237600777],affected_individuals_and_help caution_advice_and_crisis_updates
[1290691668346392577],emotional_support_and_prayers
[1290691678333030400],caution_advice_and_crisis_updates
[1290691685337444352],emotional_support_and_prayers
[1290691692065099784],emotional_support_and_prayers
[1290691710515912707],irrelevant
[1290691714714394624],opinions_and_criticism
[1290692073377628160],irrelevant
[1290692285211054081],caution_advice_and_crisis_updates
[1290692347580293125],irrelevant
[1290692355255930886],emotional_support_and_prayers
[1290692546176442369],affected_individuals_and_help
[1290692669048598529],emotional_support_and_prayers
[1290692668171923457],emotional_support_and_prayers
[1290692677747511300],emotional_support_and_prayers
[1290693094833369088],caution_advice_and_crisis_updates
[1290693167239528448],affected_individuals_and_help
[1290693264350339075],irrelevant
[1290693354896990219],caution_advice_and_crisis_updates
[1290693660594581506],opinions_and_criticism
[1290693940195229698],opinions_and_criticism
[1290694035636617218],opinions_and_criticism
[1290694072412372993],opinions_and_criticism
[1290694314796949505],emotional_support_and_prayers
[1290694362893082624],emotional_support_and_prayers
[1290694370618937346],affected_individuals_and_help
[1290694625464852480],affected_individuals_and_help
[1290694815928254464],caution_advice_and_crisis_updates
[1290694917455523840],infrastructure_and_utilities_damage
[1290694965371310080],affected_individuals_and_help opinions_and_criticism emotional_support_and_prayers 
[1290695018320138242],emotional_support_and_prayers
[1290695189607129089],affected_individuals_and_help opinions_and_criticism emotional_support_and_prayers 
[1290695224126316549],affected_individuals_and_help
[1290695227490148357],infrastructure_and_utilities_damage opinions_and_criticism
[1290695246872023040],caution_advice_and_crisis_updates
[1290695380850675713],infrastructure_and_utilities_damage
[1290695408373686277],affected_individuals_and_help
[1290695695989723143],emotional_support_and_prayers
[1290695810427031558],caution_advice_and_crisis_updates
[1290695973900095502],affected_individuals_and_help
[1290696133858267137],emotional_support_and_prayers
[1290696162719272960],irrelevant
[1290696686583586834],affected_individuals_and_help
[1290697298859696130],opinions_and_criticism
[1290697486538018816],emotional_support_and_prayers
[1290698125527703554],emotional_support_and_prayers
[1290698310525890560],affected_individuals_and_help
[1290698328095719426],emotional_support_and_prayers
[1290698463823441934],infrastructure_and_utilities_damage
[1290698556576235520],opinions_and_criticism
[1290698643008356353],irrelevant
[1290699100460068864],emotional_support_and_prayers
[1290699520733515777],caution_advice_and_crisis_updates
[1290700140215500802],opinions_and_criticism
[1290700638716928003],emotional_support_and_prayers
[1290700818933571584],caution_advice_and_crisis_updates
[1290701341137002498],emotional_support_and_prayers
[1290701368659976192],emotional_support_and_prayers
[1290701377325412355],irrelevant
[1290701556116070400],emotional_support_and_prayers
[1290701660260532224],emotional_support_and_prayers
[1290701708822183936],emotional_support_and_prayers
[1290701781035515905],opinions_and_criticism
[1290702091019853826],opinions_and_criticism
[1290702650078568450],irrelevant
[1290703447331921920],caution_advice_and_crisis_updates
[1290703784084156422],emotional_support_and_prayers opinions_and_criticism
[1290703980809662464],affected_individuals_and_help
[1290704223626301446],affected_individuals_and_help opinions_and_criticism
[1290704595203829763],emotional_support_and_prayers
[1290704827941519360],affected_individuals_and_help
[1290705848541609993],affected_individuals_and_help
[1290705862382755840],affected_individuals_and_help
[1290705895714885632],emotional_support_and_prayers opinions_and_criticism
[1290706048962170881],irrelevant
[1290707154920525824],affected_individuals_and_help
[1290707566650167296],emotional_support_and_prayers
[1290708131371257859],emotional_support_and_prayers
